emp_no,first_name,last_name,title,from_date,salary
256701,Chikako,Veevers,Senior Engineer,1993-07-10,40000
472708,Kokou,Streit,Senior Staff,1993-07-10,67718
97099,Chinya,Kaiserswerth,Senior Engineer,1993-07-10,53077
105841,Jessie,Spelt,Staff,1993-07-10,75590
253225,Nevin,Jarecki,Senior Engineer,1993-07-10,40117
293559,Mingdong,Cools,Senior Engineer,1993-07-10,73602
44938,Valdiodio,Potthoff,Senior Staff,1993-07-10,51607
94521,Deborah,Schlegelmilch,Senior Staff,1993-07-10,57799
22224,Brendon,Rohrbach,Senior Staff,1993-07-10,61487
231422,Saeed,Keohane,Engineer,1993-07-10,46376
262903,Geoff,Pettit,Senior Engineer,1993-07-10,40000
108212,Masali,Versino,Senior Staff,1993-07-10,75248
208463,Ipke,Pillow,Senior Staff,1993-07-10,73656
106788,Taisook,Sgarro,Senior Staff,1993-07-10,40000
55345,Wojceich,Vendrig,Senior Staff,1993-07-10,40000
446302,Zhiguo,Siepmann,Senior Engineer,1993-07-10,40436
427874,Zhiwei,Eiron,Senior Staff,1993-07-09,75911
413406,Elrique,Molberg,Senior Staff,1993-07-09,40000
271077,Kannan,Stille,Senior Engineer,1993-07-09,57045
270146,Bernt,Cappelli,Senior Engineer,1993-07-09,70315
77942,Nalini,Georgakopoulos,Senior Staff,1993-07-09,60987
473964,Sanjeeva,Hempstead,Senior Staff,1993-07-09,51423
219831,Marsal,Rijckaert,Senior Staff,1993-07-09,77893
479028,Xuejun,Itzigehl,Senior Staff,1993-07-09,40000
445659,Jagoda,Bodoff,Senior Staff,1993-07-09,67839
249468,Yakkov,Ibel,Senior Staff,1993-07-08,55927
256061,Shiv,Karner,Senior Staff,1993-07-08,82060
415030,Bouchung,Belinskaya,Senior Engineer,1993-07-08,40000
400242,Hairong,Prochazka,Senior Staff,1993-07-08,67105
251585,Mansur,Demizu,Senior Engineer,1993-07-08,40000
417338,Huican,Staelin,Senior Staff,1993-07-08,46925
486283,Demin,Berstel,Senior Staff,1993-07-08,55546
427924,Brendon,Msuda,Senior Staff,1993-07-08,89262
490966,Godehard,Limongiello,Senior Engineer,1993-07-08,43233
63600,Gudjon,Birsak,Senior Staff,1993-07-08,46070
463701,Zvonko,Nourani,Senior Engineer,1993-07-08,40000
299095,Zhenbing,Merlo,Senior Staff,1993-07-07,61447
215179,Aleksander,Soicher,Senior Staff,1993-07-07,56307
201278,Aloys,Cherinka,Senior Engineer,1993-07-07,58097
32696,Luisa,Hofstetter,Staff,1993-07-07,54072
213991,Miyeon,Erbe,Senior Staff,1993-07-07,66643
429864,Shai,Quaggetto,Senior Staff,1993-07-07,71402
263429,Claudi,Kropf,Senior Staff,1993-07-07,45109
83168,Yechiam,Danner,Senior Staff,1993-07-07,40000
499762,Subhankar,Munawer,Senior Staff,1993-07-06,48458
99116,Luigi,Pargaonkar,Senior Engineer,1993-07-06,47315
255338,Fei,Veeraraghavan,Senior Engineer,1993-07-06,50435
469834,Shahaf,Parveen,Senior Engineer,1993-07-06,46895
298241,Mohd,Wendorf,Engineer,1993-07-06,41715
295766,Denny,Neiman,Senior Staff,1993-07-06,54033
436698,Emdad,McClurg,Senior Staff,1993-07-06,85810
289022,Bowen,Czap,Senior Staff,1993-07-06,52490
235720,Wilmer,Lores,Senior Staff,1993-07-06,40000
437301,Adil,Pehl,Engineer,1993-07-06,50342
283298,Tesuya,Pietrzykowski,Staff,1993-07-06,88406
424581,Turgut,Christianini,Senior Staff,1993-07-06,58774
205849,Masali,Walston,Senior Staff,1993-07-06,59694
95644,Oddvar,Cusworth,Senior Staff,1993-07-05,40000
229214,Raimond,Radivojevic,Senior Engineer,1993-07-05,71255
222105,Qingxiang,Koblick,Senior Staff,1993-07-05,52840
476596,Lijie,Kaminger,Senior Staff,1993-07-05,69815
257802,Josyula,Vieri,Senior Engineer,1993-07-05,48837
402057,Perry,Strooper,Technique Leader,1993-07-05,47525
447649,Shigehiro,Setiz,Senior Staff,1993-07-05,100655
49105,Otmar,Biros,Engineer,1993-07-05,57424
229717,Sivanarayana,Baig,Senior Staff,1993-07-05,40000
37507,Kamran,Quittner,Senior Staff,1993-07-04,65398
90762,Paris,Choobineh,Senior Staff,1993-07-04,40000
431305,Masali,Riexinger,Senior Staff,1993-07-04,40000
453708,Brigham,Encarnacion,Senior Engineer,1993-07-04,66400
455009,Udaiprakash,Birta,Senior Staff,1993-07-04,44450
61376,Guttorm,Skrikant,Senior Engineer,1993-07-04,51339
99126,Isamu,Chepyzhov,Senior Engineer,1993-07-04,40000
448762,Hirochika,Lakshmanan,Senior Staff,1993-07-04,40000
238039,Ekawit,Eppinger,Senior Engineer,1993-07-04,68800
71889,Tristan,Hennebert,Senior Engineer,1993-07-04,54736
10548,Ramalingam,Gunderson,Senior Staff,1993-07-04,90631
240140,Kristina,Setlzner,Senior Staff,1993-07-04,40000
253580,Duri,Suessmith,Senior Engineer,1993-07-04,40000
297150,Sreenivas,Puppe,Senior Engineer,1993-07-04,48625
32269,Kannan,Cangellaris,Senior Staff,1993-07-03,41545
226424,Siddarth,Constantine,Technique Leader,1993-07-03,53661
428416,Narain,Murtha,Senior Staff,1993-07-03,40000
253670,Sachin,Conte,Senior Staff,1993-07-03,89680
250624,Mayuri,Oehlmann,Senior Staff,1993-07-03,86552
481231,Mahendra,Conry,Senior Staff,1993-07-03,72109
222627,Candido,Dulay,Senior Engineer,1993-07-03,40000
416724,Juyoung,Borstler,Senior Engineer,1993-07-03,63548
27772,Shahaf,Salvesen,Senior Staff,1993-07-03,78337
492058,Jaques,Menyhert,Senior Staff,1993-07-03,68638
76822,Rafail,Gniady,Senior Engineer,1993-07-03,40000
285097,Serap,Shiratori,Senior Staff,1993-07-03,40000
401865,Eberhardt,Emmart,Senior Staff,1993-07-02,71011
474176,Shimshon,Azuma,Senior Engineer,1993-07-02,87350
486044,Branimir,Lorch,Senior Staff,1993-07-02,40000
32972,Ebbe,Matzov,Senior Staff,1993-07-02,40000
82856,Hidefumi,Erez,Senior Engineer,1993-07-02,40000
289616,Mark,Fasbender,Senior Engineer,1993-07-02,45720
404704,Padma,Borstler,Senior Staff,1993-07-02,40000
483065,Sudhanshu,Bahi,Senior Engineer,1993-07-01,52727
263223,Hisao,Khalil,Engineer,1993-07-01,40000
297510,Gift,Restivo,Senior Staff,1993-07-01,43958
402331,Hidefumi,Bhattacharjee,Senior Staff,1993-07-01,55330
292605,Hatem,Picaronny,Senior Engineer,1993-07-01,42089
31220,Radoslaw,Lund,Senior Staff,1993-07-01,74531
28327,Pascal,Welham,Senior Engineer,1993-07-01,43771
49434,Adin,Koblitz,Senior Engineer,1993-07-01,40000
51263,Arnould,Pearson,Senior Staff,1993-07-01,52079
489985,Atreye,Mandelberg,Senior Engineer,1993-07-01,40000
222125,Elvia,Oehlmann,Senior Engineer,1993-07-01,73353
436419,Randi,Schapiro,Senior Staff,1993-07-01,49248
80561,Visit,Solovay,Senior Engineer,1993-06-30,45289
419223,Berry,Birch,Senior Staff,1993-06-30,59407
295842,Billie,Bratsberg,Senior Engineer,1993-06-30,47474
490547,Adel,Winter,Senior Engineer,1993-06-30,40148
103776,Franziska,Ashish,Senior Staff,1993-06-30,75817
208020,Adil,Boudaillier,Senior Engineer,1993-06-30,40000
437262,DAIDA,Pramanik,Senior Engineer,1993-06-30,40000
212338,Kamakshi,Leijenhorst,Senior Staff,1993-06-30,50350
290368,Yechezkel,Pashtan,Senior Engineer,1993-06-30,67538
251464,Junichi,Talmon,Senior Staff,1993-06-29,70706
58728,Boguslaw,Parfitt,Senior Engineer,1993-06-29,40384
34647,Kerryn,Tiemann,Senior Engineer,1993-06-29,40000
239087,Yishai,Birjandi,Senior Staff,1993-06-29,83757
422960,Naftaly,Baezner,Senior Engineer,1993-06-29,40000
458404,Mandell,Fabrizio,Senior Engineer,1993-06-29,40000
271013,Ipke,Bage,Senior Engineer,1993-06-29,45483
262184,Trygve,Farrel,Senior Engineer,1993-06-29,55886
28983,Mohammed,Luca,Senior Staff,1993-06-29,40000
108092,Uzi,Edelhoff,Senior Engineer,1993-06-28,44220
273422,Roded,Encarnacion,Senior Engineer,1993-06-28,40000
294195,Arvind,Simkin,Senior Engineer,1993-06-28,40000
104038,Kwun,Fujisaki,Engineer,1993-06-28,49409
231411,Prasadram,Perfilyeva,Senior Staff,1993-06-28,69588
78452,Hironoby,Walstra,Senior Engineer,1993-06-28,58095
234331,Cullen,Cherinka,Senior Engineer,1993-06-28,40000
25501,Duri,Heemskerk,Senior Engineer,1993-06-28,40000
282519,Boguslaw,Sundgren,Senior Engineer,1993-06-28,60914
408204,Pranay,Garrabrants,Senior Staff,1993-06-28,40000
57269,Tesuro,Berztiss,Senior Staff,1993-06-28,46054
289328,Arch,Hertweck,Senior Engineer,1993-06-28,40000
101098,Maya,Norsworthy,Senior Staff,1993-06-27,54008
87951,Ottavia,Rohrbach,Senior Engineer,1993-06-27,40000
200801,Tomokazu,Chorvat,Senior Staff,1993-06-27,40000
243306,Sailaja,Randt,Senior Staff,1993-06-27,58109
62251,Rayond,Vingron,Senior Engineer,1993-06-27,40000
86691,Kagan,Serdy,Senior Staff,1993-06-27,57262
437184,Jeane,Kabayashi,Senior Staff,1993-06-27,70105
28673,Carrsten,Zultner,Senior Engineer,1993-06-27,40000
498900,Piyush,Tagansky,Senior Engineer,1993-06-27,59662
240678,Harjit,Perin,Senior Staff,1993-06-27,55414
440175,Babette,Demos,Senior Engineer,1993-06-27,45919
237291,Jackson,Gecsei,Senior Staff,1993-06-26,44109
258071,Herbert,Jording,Senior Engineer,1993-06-26,40000
49339,Odoardo,Crabtree,Senior Staff,1993-06-26,51421
74084,Hatem,Vasanthakumar,Senior Staff,1993-06-26,59734
223987,Wayne,Lorch,Senior Engineer,1993-06-26,40000
104805,Shuky,Figueira,Senior Engineer,1993-06-26,40000
227333,Urs,Swist,Senior Engineer,1993-06-25,40000
258501,Nadjib,Bach,Senior Staff,1993-06-25,45544
478572,Chaitali,Cusworth,Senior Engineer,1993-06-25,40000
15077,Toshiki,Taubenfeld,Senior Engineer,1993-06-25,40000
272708,Juyoung,Huhdanpaa,Technique Leader,1993-06-25,43553
466431,Taegyun,Gladwell,Senior Engineer,1993-06-25,40000
265203,Debatosh,Sudkamp,Senior Staff,1993-06-25,63916
413079,Hugh,Clemencon,Senior Staff,1993-06-24,40000
25755,Aria,Setiz,Senior Engineer,1993-06-24,40000
286413,DAIDA,Manderick,Senior Engineer,1993-06-24,40000
421499,Billie,Danecki,Senior Engineer,1993-06-24,53695
274563,Masaki,Serre,Senior Engineer,1993-06-24,41256
483183,Oscar,Ciolek,Senior Engineer,1993-06-24,47352
286418,Tomokazu,Daescu,Senior Staff,1993-06-24,66261
258371,Udi,Ciolek,Senior Staff,1993-06-24,82944
83634,Danae,Randi,Senior Staff,1993-06-24,40000
448495,Goncalo,Scharstein,Senior Engineer,1993-06-24,58279
284927,Rafols,Ullian,Senior Staff,1993-06-24,57668
100436,Subhankar,Gini,Senior Staff,1993-06-24,83157
212982,Oguz,Covnot,Senior Staff,1993-06-24,63079
22816,Berto,Greibach,Staff,1993-06-24,40000
258822,Mizuhito,Pavlopoulou,Technique Leader,1993-06-23,40000
52355,Arto,Merkl,Senior Engineer,1993-06-23,40000
459068,Nahum,Honglei,Senior Engineer,1993-06-23,40000
87152,Nakhoon,Byoun,Senior Staff,1993-06-23,65480
97797,Stein,DuBourdieux,Engineer,1993-06-22,40000
289777,Margo,Lorys,Senior Engineer,1993-06-22,41656
23626,Bogdan,Vilarrasa,Senior Staff,1993-06-22,40000
439440,Uma,Wossner,Senior Engineer,1993-06-22,42544
470858,Barton,Lorin,Senior Engineer,1993-06-22,40000
107504,Shao,Hoppenstand,Senior Engineer,1993-06-22,40000
446772,Nathan,Pettis,Senior Engineer,1993-06-22,43819
436965,Falguni,Leijenhorst,Senior Engineer,1993-06-22,64942
467563,Atilio,Sidje,Senior Engineer,1993-06-22,44951
105681,Pranav,Mikschl,Senior Engineer,1993-06-22,57728
491219,Henk,Gide,Senior Engineer,1993-06-22,48068
489993,Satyanarayana,Pena,Senior Engineer,1993-06-21,46490
74342,Jamaludin,Fiutem,Senior Staff,1993-06-21,87368
105449,Renny,Eastman,Senior Staff,1993-06-21,40000
39729,Fan,Awdeh,Senior Engineer,1993-06-21,40000
30824,Subbu,Bellone,Senior Staff,1993-06-21,49016
95841,Mamdouh,Kampfer,Senior Staff,1993-06-21,40307
207820,Caolyn,Buescher,Senior Engineer,1993-06-21,50759
205203,Yinlin,Gente,Senior Staff,1993-06-21,42046
463252,Demin,Krzyzanowski,Senior Engineer,1993-06-21,45269
102232,Roded,Kaiser,Senior Staff,1993-06-21,44706
246658,Hatim,Nitsche,Senior Engineer,1993-06-21,40000
279726,Zhenhua,Farris,Senior Staff,1993-06-21,40000
216263,Sushant,Iisaku,Senior Staff,1993-06-20,40000
283209,Abdelghani,Seiwald,Senior Staff,1993-06-20,74913
79753,Fabrizio,Thorelli,Staff,1993-06-20,56733
95365,Xuejia,Sichman,Senior Engineer,1993-06-20,40000
19675,Isamu,Herath,Senior Staff,1993-06-20,90306
420045,Baziley,Tasistro,Senior Engineer,1993-06-20,40000
28318,Teunis,Whitcomb,Senior Staff,1993-06-20,40000
256459,Claudi,Ranum,Senior Staff,1993-06-20,81131
409557,Gila,Brendel,Senior Engineer,1993-06-20,40000
46250,Yefim,Decleir,Senior Staff,1993-06-20,69390
480190,Kasturi,Brandsma,Senior Staff,1993-06-20,44416
267923,Valter,Karnin,Senior Staff,1993-06-19,55600
87293,Kwangho,Champarnaud,Senior Staff,1993-06-19,56944
295515,Geoffrey,Antonakopoulos,Senior Staff,1993-06-19,40000
482386,Subir,McFarlin,Senior Engineer,1993-06-19,46579
48757,Stella,Gecseg,Senior Staff,1993-06-19,61143
53709,Kazuhisa,Zaumen,Senior Engineer,1993-06-19,56203
263713,Abdulla,Bashian,Senior Engineer,1993-06-19,59364
29366,Domenico,Ohori,Senior Staff,1993-06-19,54398
428478,Gay,Auria,Senior Staff,1993-06-19,67245
215289,Eckart,Anger,Senior Engineer,1993-06-19,49356
26268,Jeong,Halevi,Engineer,1993-06-19,46314
485381,Aral,Vingron,Senior Staff,1993-06-19,60623
244086,Nitsan,Hiroyama,Senior Engineer,1993-06-19,40000
107287,Paraskevi,Spelt,Staff,1993-06-19,48709
426104,Zhenbing,Kobuchi,Senior Engineer,1993-06-19,40000
239724,Ramachenga,Eugenio,Senior Staff,1993-06-18,55859
499128,Conal,Swiler,Senior Staff,1993-06-18,62421
297120,Oscal,Usdin,Senior Engineer,1993-06-18,40667
100349,Gianluca,Jarecki,Senior Engineer,1993-06-18,40000
493642,Sanjai,Baig,Senior Staff,1993-06-18,61320
89553,Gilbert,Pocchiola,Senior Engineer,1993-06-18,40000
292032,Herb,Siprelle,Senior Staff,1993-06-18,90190
45612,King,Monkewich,Senior Engineer,1993-06-18,45243
484702,Sanjay,Plotkin,Senior Engineer,1993-06-18,42351
214727,Berthier,Koprowski,Senior Engineer,1993-06-18,40000
233335,Vitaly,Madeira,Senior Staff,1993-06-18,40000
294240,Poornachandra,Ressouche,Senior Staff,1993-06-18,70508
470669,Shaowei,Dehkordi,Senior Staff,1993-06-18,45941
200809,Arvin,Basawa,Senior Staff,1993-06-18,54821
433389,Ottavia,Christ,Senior Engineer,1993-06-17,40000
424876,Kazuyasu,Seuren,Senior Engineer,1993-06-17,40000
415978,Susanta,Tsukuda,Senior Engineer,1993-06-17,45215
472209,Kasturi,Thambidurai,Senior Engineer,1993-06-17,47458
201917,Arlette,Billingsley,Engineer,1993-06-17,55961
409559,Ibibia,Rosca,Senior Staff,1993-06-17,40000
77295,Weijing,Taubman,Senior Staff,1993-06-17,40000
294846,Trygve,Fontet,Senior Engineer,1993-06-17,53791
430677,Phuoc,Kaelbling,Senior Staff,1993-06-17,67898
481341,Hidde,Ranka,Senior Staff,1993-06-17,79188
261126,Shiv,Feldhoffer,Staff,1993-06-17,44296
239256,Kazunori,Passino,Senior Engineer,1993-06-17,51317
428382,Stepehn,Baba,Senior Engineer,1993-06-17,54049
97516,Badri,Gente,Senior Engineer,1993-06-17,45830
25282,Gladys,Papadias,Senior Engineer,1993-06-17,43928
446439,Marko,Kuszyk,Senior Engineer,1993-06-17,40000
477255,Serenella,Juneja,Senior Staff,1993-06-17,45672
299300,Shahar,Nourani,Senior Staff,1993-06-17,40000
45261,George,Larfeldt,Senior Staff,1993-06-17,55147
20765,Steve,Viele,Senior Staff,1993-06-17,45556
448131,Aloys,Akaboshi,Senior Staff,1993-06-16,67857
82705,Ingmar,Ladret,Senior Staff,1993-06-16,55678
93681,Bogdan,Klassen,Senior Staff,1993-06-16,87145
108971,Clyde,Feinberg,Senior Staff,1993-06-16,41544
465920,Toshimo,Goldhammer,Senior Engineer,1993-06-16,40000
101018,Shigeu,Serra,Senior Engineer,1993-06-16,61471
264513,Kazuhira,Kugler,Senior Engineer,1993-06-16,57840
20545,Woody,Chaudhury,Senior Staff,1993-06-16,73867
235107,DAIDA,Comellas,Senior Engineer,1993-06-16,67549
255535,Visit,Panwar,Senior Engineer,1993-06-16,40000
105981,Bedir,Tyugu,Senior Engineer,1993-06-16,67011
451334,Gil,Snedden,Senior Staff,1993-06-16,44654
53797,Hatem,Perfilyeva,Senior Staff,1993-06-16,74153
19488,Maris,Perly,Senior Engineer,1993-06-16,45504
236243,Jinxi,Daescu,Senior Staff,1993-06-16,60650
486720,Gou,Kumaresan,Senior Engineer,1993-06-15,41944
85624,Ayonca,Keustermans,Senior Staff,1993-06-15,57477
434483,Mahmut,Gyorkos,Senior Staff,1993-06-15,40000
28242,Thodoros,Vasanthakumar,Senior Staff,1993-06-15,86610
404839,Mary,Masand,Senior Engineer,1993-06-15,40000
109970,Irene,Masaki,Senior Engineer,1993-06-15,40000
466740,Oddvar,Feldhoffer,Senior Staff,1993-06-15,57298
105224,Bernd,Schrift,Engineer,1993-06-15,40000
285677,Tsutomu,Luke,Senior Engineer,1993-06-15,40000
482953,Rafail,Kilgour,Senior Staff,1993-06-15,48693
276502,Indrajit,Segond,Senior Staff,1993-06-15,40000
225292,Baoqiu,Panwar,Senior Engineer,1993-06-15,40000
288274,Selwyn,Alblas,Senior Staff,1993-06-15,40000
245653,Padma,Brlek,Senior Staff,1993-06-15,40000
277784,Jacqueline,Pfau,Senior Engineer,1993-06-15,55677
71399,Kasturi,Rodier,Senior Engineer,1993-06-14,59780
470767,Sachin,Poehlman,Senior Engineer,1993-06-14,51592
400355,Nathalie,Peek,Senior Staff,1993-06-14,83701
51681,Ulises,Petereit,Senior Staff,1993-06-14,40000
94736,Visit,Trelles,Senior Staff,1993-06-14,40000
271644,Pranav,Peroz,Senior Engineer,1993-06-14,40000
238078,Fumiyo,Peroz,Senior Engineer,1993-06-14,61433
437690,Elliott,Cronan,Staff,1993-06-14,76703
33423,Jinpo,Koblick,Senior Staff,1993-06-14,61001
216080,Ymte,Scharstein,Staff,1993-06-14,40305
77554,Troy,Iisaka,Senior Engineer,1993-06-13,40000
290468,Moto,Chinal,Senior Engineer,1993-06-13,41950
292441,Nirmal,Comte,Senior Engineer,1993-06-13,62033
464913,Shaunak,McDermid,Senior Staff,1993-06-13,41994
19940,Reinhard,Einsfeld,Senior Staff,1993-06-13,50833
233681,Adam,Fontet,Senior Engineer,1993-06-13,40000
280796,Shigenori,Lundstrom,Senior Engineer,1993-06-13,49048
103971,Gritta,Journel,Senior Staff,1993-06-13,40000
19667,Munenori,Matzel,Senior Staff,1993-06-13,52876
92592,Kirk,Lorho,Senior Staff,1993-06-13,76317
470212,Mark,Fraisse,Senior Staff,1993-06-13,48126
67609,Poornachandra,Berztiss,Senior Staff,1993-06-12,58305
211063,Rafols,Mahmud,Senior Staff,1993-06-12,42707
492929,Yannik,Nanard,Senior Engineer,1993-06-12,60727
34277,Vatsa,Weedman,Technique Leader,1993-06-12,40000
45844,Patricia,Fetvedt,Senior Staff,1993-06-12,40000
402675,Charlene,Merks,Senior Engineer,1993-06-12,40000
458987,Shushma,Prenel,Technique Leader,1993-06-12,40000
75868,Marko,Sadowski,Senior Staff,1993-06-12,56136
80251,Yoshinari,Kitai,Senior Engineer,1993-06-12,42153
203463,Ingmar,Nicolson,Senior Staff,1993-06-11,40000
107392,Chinho,Panangaden,Senior Engineer,1993-06-11,40000
267362,Bluma,Impagliazzo,Senior Engineer,1993-06-11,74267
406119,Vidar,Gist,Senior Engineer,1993-06-11,40000
410357,Subir,Magliocco,Senior Staff,1993-06-11,61144
257300,Nimmagadda,Taubenfeld,Senior Staff,1993-06-11,85537
449263,Aemilian,Leaver,Senior Staff,1993-06-11,70490
261249,Gift,Negoita,Senior Engineer,1993-06-11,56399
495294,Zhigen,Desikan,Senior Engineer,1993-06-11,51994
432144,Yuping,Biros,Senior Engineer,1993-06-10,40000
263714,Yagil,Kleiser,Senior Staff,1993-06-10,69107
402251,Kellie,Miake,Senior Engineer,1993-06-10,40000
104504,Waiman,Kilgore,Senior Engineer,1993-06-10,44682
69421,Nahla,Clemencon,Senior Staff,1993-06-10,45226
214732,Goncalo,Masamoto,Senior Engineer,1993-06-10,40000
38474,Hsiangchu,Wrigley,Senior Staff,1993-06-09,40000
453593,Sham,Lally,Senior Staff,1993-06-09,52063
264798,Kristine,Bennet,Senior Engineer,1993-06-09,40000
92321,Stamatina,Borovoy,Staff,1993-06-09,40000
252169,Mori,Kobara,Senior Engineer,1993-06-09,49544
271255,Shahid,Kusakabe,Senior Engineer,1993-06-09,64225
50807,Muneo,Conde,Senior Staff,1993-06-09,42635
257567,Satyanarayana,Siochi,Senior Engineer,1993-06-08,67046
427645,Nalini,Jording,Technique Leader,1993-06-08,44541
102286,Cedric,Chachaty,Senior Staff,1993-06-08,46380
461861,Aron,Marsiglia,Senior Staff,1993-06-08,88539
282295,Barton,Wegerle,Senior Engineer,1993-06-08,63417
287679,Krister,Hebert,Senior Engineer,1993-06-08,61044
293259,Breannda,Petersohn,Senior Engineer,1993-06-08,58464
23993,Gian,Ghalwash,Senior Engineer,1993-06-08,40000
413380,Steen,Azumi,Senior Staff,1993-06-08,42381
238764,Fen,Candan,Senior Staff,1993-06-08,46643
72092,Alper,Zaumen,Senior Engineer,1993-06-08,40798
244437,Yinlin,Rikino,Senior Engineer,1993-06-07,40000
15912,Piyawadee,Cichocki,Senior Staff,1993-06-07,93126
291312,Oscar,Rosen,Senior Engineer,1993-06-07,40000
468371,Stamatina,Viele,Senior Staff,1993-06-07,70930
74742,Troy,Gurbaxani,Senior Engineer,1993-06-07,40000
293508,Sachin,Ranta,Senior Engineer,1993-06-06,40000
20435,Oguz,Homond,Senior Staff,1993-06-06,71488
287716,Babette,Molberg,Senior Staff,1993-06-06,75566
494898,Randy,Ferriere,Senior Staff,1993-06-06,48474
80665,Angel,Angot,Senior Staff,1993-06-06,64768
222217,Matt,Heuser,Senior Engineer,1993-06-06,63169
99153,Maik,Montresor,Senior Engineer,1993-06-06,40000
82162,Shigeo,Kroft,Senior Engineer,1993-06-06,46363
84974,Baocai,Pell,Technique Leader,1993-06-06,65103
227689,Dannz,Seuren,Senior Staff,1993-06-06,71307
439765,Ger,Templeman,Senior Staff,1993-06-06,40000
499230,Pranav,Beutelspacher,Senior Engineer,1993-06-06,40000
96720,Arie,Merlo,Senior Engineer,1993-06-06,40000
276565,Djelloul,Camurati,Senior Staff,1993-06-06,43658
98240,Martien,Stifter,Senior Staff,1993-06-05,62338
265105,Ronnie,Capobianchi,Senior Staff,1993-06-05,40519
439560,Peternela,Legleitner,Senior Staff,1993-06-05,40000
84255,Ramalingam,Nations,Senior Staff,1993-06-05,44357
291665,Rosella,Siepmann,Senior Engineer,1993-06-05,48718
487677,Danny,Kilgour,Senior Engineer,1993-06-05,41772
451031,Tetsushi,Thimonier,Senior Staff,1993-06-05,46807
237576,Alper,Andreotta,Senior Staff,1993-06-05,40000
489365,Adhemar,Validov,Senior Engineer,1993-06-05,58626
105304,Nikolaus,Steinauer,Senior Engineer,1993-06-05,42004
276034,Chinhyun,Pero,Senior Engineer,1993-06-05,40000
92802,Alair,Luks,Senior Staff,1993-06-05,76564
76393,Golgen,Sundgren,Staff,1993-06-05,43324
254628,Gor,Chiola,Senior Staff,1993-06-05,41606
66858,Morris,Perng,Senior Staff,1993-06-04,60632
259387,Vivian,Selenyi,Senior Engineer,1993-06-04,40000
28358,Constantino,Salinas,Senior Staff,1993-06-04,69377
285106,Cedric,Siepmann,Senior Engineer,1993-06-04,40000
256576,Kolar,Boudaillier,Senior Staff,1993-06-04,50817
38472,Masadi,Winter,Senior Staff,1993-06-04,40000
490331,Zito,Peris,Senior Staff,1993-06-04,40000
495866,Gen,Kaiserswerth,Staff,1993-06-03,40000
282447,Eishiro,Begiun,Senior Staff,1993-06-03,40000
218201,Harjit,Ashish,Senior Staff,1993-06-03,55865
227531,Pranay,Varker,Senior Engineer,1993-06-03,40000
55409,Sverrir,Borstler,Senior Staff,1993-06-03,40000
284935,Shaw,Sadowski,Technique Leader,1993-06-03,43926
101719,Nadjib,Wolniewicz,Senior Engineer,1993-06-03,51059
455630,Jiong,Muchinsky,Senior Staff,1993-06-03,58927
489890,Bezalel,Hebert,Senior Staff,1993-06-03,54681
250819,Tommaso,Huhdanpaa,Senior Staff,1993-06-03,79004
279143,Marl,Krohm,Senior Engineer,1993-06-03,66490
477303,Kousuke,Zambonelli,Senior Engineer,1993-06-03,60691
464033,Fan,Beilner,Senior Engineer,1993-06-02,40000
214451,Tristan,Scallan,Senior Staff,1993-06-02,80944
453183,Maha,Ventosa,Senior Staff,1993-06-02,94005
423171,Francesca,Mandell,Senior Staff,1993-06-02,60469
270394,Suvo,Improta,Senior Engineer,1993-06-02,40000
251336,Adit,Ghalwash,Engineer,1993-06-02,72658
66945,Perry,Kusakabe,Senior Staff,1993-06-02,74549
449835,Etsuo,Armand,Senior Engineer,1993-06-02,71377
448363,Elrique,Duclos,Senior Engineer,1993-06-02,40000
76198,Toshiki,Waeselynck,Senior Engineer,1993-06-01,50818
219609,Karlis,Sanella,Senior Engineer,1993-06-01,40000
243213,Malu,Kusakabe,Senior Staff,1993-06-01,64721
85755,Aloys,Ozeri,Senior Staff,1993-06-01,82248
78649,Gino,Lorys,Senior Staff,1993-06-01,55424
491380,Phillip,Linares,Senior Staff,1993-06-01,79287
202154,Adin,Azulay,Engineer,1993-05-31,67732
213867,Leni,Thimonier,Senior Staff,1993-05-31,40000
411869,Serenella,Sherertz,Senior Staff,1993-05-31,79059
407419,Xiahua,Pietracaprina,Senior Staff,1993-05-31,70073
246599,Adit,Silva,Engineer,1993-05-31,40000
443093,Theirry,Beutelspacher,Senior Staff,1993-05-31,43334
52307,Michaela,Suri,Senior Engineer,1993-05-30,62282
271453,Shalesh,Gadepally,Senior Staff,1993-05-30,52819
282820,Leucio,Pietracaprina,Senior Engineer,1993-05-30,45085
477708,Sashi,Duclos,Senior Engineer,1993-05-30,40000
491399,Candido,Brender,Senior Engineer,1993-05-30,61713
496017,Faiza,Rodham,Senior Staff,1993-05-30,50839
430675,Shiv,Comellas,Senior Engineer,1993-05-30,40000
484188,Aimee,Aloisi,Senior Staff,1993-05-30,40000
257467,Jacqueline,Hofmeyr,Senior Engineer,1993-05-29,64625
405714,Geoffry,Hofting,Senior Staff,1993-05-29,77706
433950,Xinyu,Heusch,Senior Staff,1993-05-29,67137
474154,Jackson,Taneja,Senior Staff,1993-05-29,43259
34368,Wonhee,Ranon,Senior Staff,1993-05-29,63925
400395,Kamran,Schoegge,Senior Engineer,1993-05-29,40000
496776,Uta,Businaro,Senior Staff,1993-05-29,40000
86559,Weiye,Tsukuda,Senior Engineer,1993-05-29,52178
